Beer,Review,similarity_score
Abraxas - Barrel-Aged,vintage review another milestone call yet another infamous beer base beer year back thought damn good one supposed much better much better base beer currently sitting overall ba barrel aged variant sits whopping overall alright let dive right beast pours completely pitch black finger creamy dark tan head fade thin ring leaf minimal lacing surprisingly rather gentle nose expected bite adjunct barrel aging really like approach im picking aroma cacao nib molasses sweet bourbon vanilla bean dried chili red grape toasted oak maple syrup light cinnamon there bite taste never becomes overwhelming nicely balanced front end sip im tasting cacao nib chili powder earthy cinnamon vanilla bean raisin smooth oak burnt caramel earthy bourbon light molasses cherry pit swallow brings note cacao nib vanilla bean chili powder earthy cinnamon charred oak chocolate fudge cherry pit red grape earthy bourbon light maple syrup walnut medium body pair gentle carbonation resulting chewy beer finish mostly dry drink abv ironically ended getting exact score base beer trying side side might different story wasnt blown away great world class,0.2329454139739025
Abraxas - Barrel-Aged,american site majority american participation ive always considered bias towards u brew criticism natural although im pleased see like budweiser accurately assessed american friend meet thailand he bought along abraxas american imperial stout sit balcony condo take sip thought english eg courage russian imperial belgian could produce anything like wow wow rating totally accurate masterpiece stunning achievement perennial artisan ale company well done,0.0
M.J.K.,wow stumbled side project offering oz pours mjk ordered oz pour say beer fantastic understatement look deep amber similar dark brandy smell dark fruit toffee booze amazing sweet smell lingers nose taste taste chart toffee dark fruit boozy sweet perfection feel medium thickness velvety tongue overall hand best barleywine one best beer ive ever side project four hour drive st louis would trouble making regular monthly destination,0.0
M.J.K.,,0.0
M.J.K.,mjk mo willet family estate bourbon brazilian amburana barrel look super dark brown slight rimming great lacing smell taste much woody barrel cinnamon boozy toffee chocolate feel bw great full body slight carb,0.09245003270420486
M.J.K.,insanely good style fantastic blend bourbon barrel barleywine sweetness dark fruit deep dark rubycopper brown head much carbonation,0.12909944487358055
M.J.K.,special gift special moment disappoint darkest brown brown ring aroma caramel toffee molasses raisin bourbon explode one dark oak char leather barley dry earth touch cocoa anise background incredibly complex taste barrel focus rustic wood bourbon earthy char chocolate rise meet level toffee dark fruit toasted caramel barley leather support feel massive heavy also warm never hot lean malty barley,0.2550306852253353
M.J.K.,absolute phenomenal brew super complex perfect every way star beercation side project,0.0
Blessed,appearance beer silky black reddishtan head topping glass smell nose like boozy chocolate note dark fruit barrel also obvious nose taste initially big slick chocolate note cover tongue lot cherry coconut little boozy vanilla drank like port better small warming sip hot burn take away profile mouthfeel body thick like port though carbonation overall hypeworthy,0.0685188709827532
Blessed,th review yay finally joining digit club wanted something special th review picked special beer hope waited special moment first review website almost exactly year ago college michigan state university seems like lifetime ago changed lot website reviewing beer one consistency reviewing rating beer amazing pastime connected new friend experience speaking change intentionally saving beer first child birth seems silly mark much much important special magical occasion birth child occasion like th beer review however wanted get special beer toast everything coinciding perfectly even name beer perfect said would like dedicate review harrison loved heart even met consumed bought san diego beer wine company oz probably expensive beer ever purchased always anchorage label art insanely cool variation black yellow label black wax abv description state beer aged month woodford heaven hill willet barrel finished madagascar vanilla bean rawtoasted coconut drinking beer buddy different variant paired pistachio left min cracking jet black beer pretty good crack opening surprising considering amount aging beer undergone chocolatecolored fizzy head disappears right pouring interestingunique characteristic appearance beer leg leg create brown oily streak glass unlike beer seen black chunk sediment settle bottle glass aroma powerful right bat wife mother novel beer drinker took smell thought hard alcohol aroma consists bourbon dark chocolate prune raisin honestly profile fit barleywine stout initially wasnt getting ton vanilla warms vanilla come lesser degree smell coconut coffee unsurprisingly hop character tm sweet stout without much bitter profile major component beer taste include fig port wine blackstrap molasses barrel character bourbon oak vanilla tone include maple syrup caramel consistent much change beer warms beer dangerous smell alcohol aroma abv super hidden taste also hop character mouthfeel thick smooth chewy velvety mouthfeel resembles appearance sense little oily would like tiny carbonation warming mouthfeel different many american imperial stout overall currently highestrated beer ever reviewed ba part reason picked beer loved deal devil much overall amazing beer isnt surprising considering hype american imperial stout overall price said wouldnt buy one due cost almost dollar oz would expect something truly mindblowing looking american imperial stout list would say par abraxas cbs grey monday much cheaper price tag wonder hype behind beer cost bias aka want beer soo good otherwise wasnt worth spending,0.11676401058570188
Blessed,vintage l expected intensely pitch black quickly dissipating dark brown head produced aerated pour le viscous anticipated lowering appearance huge chunk congealed coconut fat plopped glass end pour recommend decant one girlfriend think smell like ben jerry shop agree chocolatecoffee ice cream almond joy candy bar nougat vanilla cupcake bourbon shredded coconut vanilla frosting oaky rye spiciness wet barrel dark chocolate fudge dried cherry coconut cream barrel character really come wave quite intense f oily intensely flavorful super velvety nice level carb thankfully coconut fat chunk dissolved swirling glass didnt impact mouthfeel really assertive flavorful layered first anchorage barrel aged offering vibe get theyre really wet barrel character,0.13779456365238751
Blessed,ml waxed capped bottle side project snifter pours dense rich head lace nearly flat huge mocha leg look like whiskey beer nose salted caramel chocolate lactose fudge cocoa dense rich set apart perfect saltiness flavor super intense perfectly integrated barrel presence beer open chocolate lactose cocoa powder molasses hazelnut middle sprinkle espresso load barrel slight saltiness middle breakfast syrup touch bacon oak barrel finish perfect body full low carbonation slick boozy palate go smooth rich full exhausting heavy long lingering filmy aftertaste thought id tasted spectrum one really set apart near perfect,0.050636968354183354
Blessed,pours pitch black color head alcohol leg stand aesthetically aroma though might one multifaceted yet delicate experience ive encountered beer world there much going yet note bourbon chocolate dark fruit vanilla coconut almond harmonious perfectly balanced blow mind flavor profile absolutely doesnt disappoint slightest gave aroma fuckin dont hand way stone cold steve austin hand stone cold stunner thats sure open huge hit coconut vanilla revealing midtaste dark fruit goodness oak gradually appears back end perfectly balanced hit booze cleanse palate despite extreme flavor shockingly balanced though perhaps le delicate aroma thats real nit pick wonder even worth picking feel touch flat despite intense palate coating sweetness oak tannin nuanced alcohol presence enough cleanse palate general extreme somehow well roundedthe best world dont regret spending small bottle enough said right humble opinion paragon beer world best barrel aged stout ive ever sampled,0.11840055569457862
Blessed,sweet milk chocolate hint savoryumami prominent vanilla fleshy raw coconut bourbon barrel nose one great aromatics taste follows thick velvety milk chocolatecovered coconut big vanillabourbon barrel boozy heat finish mean heat whoa sure particular bottle boozy backend drawback imo absolutely delicious wish little balance given barrel treatment,0.14784425419091457
Blessed,wow beer black ink tiny brown head leaf absolutely lacing unless count brownish staining charred beer nose coffee charr also alcohol taste chocolatey warmth build alcohol however overwhelmingly smooth beer great beer,0.0
Blessed,part wanted age long time thing life recently made feel maybe drink hugest ranked beer collection sweet flavorful balanced boozy dark brown edging oil sheen top strong sweet note coconut vanilla toasted dark malt bourbon barrel strong burn nose hair taste duel strong booze bourbon barrel sweetness coconut vanilla feel weak point maybe much booze burn bit sticky thick im thinking aging would helped fault wanted try beer glad big flavor booze enjoyable attempt,0.2222222222222221
Blessed,way sweet palate feel blessed opportunity try,0.0
Blessed,editiion drank may sweet even small bottle lot drink solo ten year much balanced,0.0
Heady Topper,poured f chilled oz pint glass clean white head dissipates lacing glass appearance medium amber hazy aroma west coast ipa tropical fruit flowery hop taste follows aroma punch mouth hop grapefruit apricot pine malt biscuit lingering pepper note backend pretty well balanced sweetness front tongue bitterness hop end mouthfeel smooth medium carbonation mediumlight body heavy little chew mouth keep reminding still playing palette overall wellcrafted beer first time ive tasty wellabove avg dipa one better one ive would certainly purchase see way,0.0
Heady Topper,look ugly cloudy beer probably part reason direction drink smell layered floral wave amazing taste beer liquid marijuana hop flavor border hallucinogenic experience hint fusel despite shit ton hop balanced feel pure cream overall worldclass rating earned number beer summer vermont,0.0
Heady Topper,beer several time imo overrated beer america really pleasant bitter second fiddle blew away head head hard pas,0.0
Heady Topper,beer kind standard hazy ipas gave know always room improvement wanna know real neipa taste like beer must list,0.0
Heady Topper,discovered beer skiing stowe year ago little know legendary bucket list beer many fresh tasting masterpiece,0.0
Heady Topper,beer beer smooth creamy satisying personal,0.0
Mornin' Delight,abv pours nearly black color there bit tan colored collar ringing glass real head form aroma simple yet extremely effective maple syrup literally explodes glass aromatically yet balanced somewhat nuanced black coffee roasted malt complaint lack infinite depth whats intoxicating flavor follows closely open explosion maple syrup destroyed glass inhaling aroma sure im still drinking reviewing coffee presence feel reticent though enjoy upsurge dark fruit flavor back palateno ill come say damn sweet nuance lost palate crushing sweetness though flavor profile still good despite absurdly sugary enjoy soft creamy mouthfeel wish drier though carbonation low yepthis one isnt cant give bad even lessthangood score lot thing well way sweet tiring drink id love try ba variant bad thats literalass whale never thought id ever find mornin delight year ago,0.0
Mornin' Delight,vintage oz pour tap pours pitch black voluminous tan head aroma flavor feature ton maple syrup along coffee dark roasted malt dark chocolate vanilla bourbon sweet cloying definitely alcohol heat would probably become smoother age obviously super glad tried didnt quite live hype quite tasty strike giant maple bomb first foremost,0.15294382258037448
Mornin' Delight,pours dark possibly much head speak know chard smell taste sweet caramel likely maple flavor nice warm throat wow say,0.12909944487358058
Mornin' Delight,finally thisone usa holy grail beersat henry saratoga spring ny believe hype jet black pour thin tan creamy head maple syrup espresso nose beer glide hatch delivering maple sweetness light chocolate balanced slightly bitter coffee tannin finish flatout brilliant grab one dont let go,0.0
Mornin' Delight,holy maple,0.0
King Julius,pours cloudy milky creamcicle orange nice sudsy pillow bright white head beer seems back lighting glow citrus tropical fruit piney dank note absolutely complex flavor bomb tropical fruit citrus piney dank hop party mouth f mellow front bit palate wrecker back end favorite tree house brew able try incredible beer every way,0.0
King Julius,gifted drew extraordinary neipa self id like think top end neipa v ipa king jjjuliusss julius tap th seemed like unique great brew somewhere surprising le wonderful pour produced rich plumy white head dissipated fairly quickly little lacing decent thin halo nose pleasant fruitmangoes straw taste brought orange creamy pushy citrus likewise fruit base malthops combination creamsicle v raw fruit taste found inviting excellent residual resin back end worked overall superb easy tasty orange creamsicle mango papaya passion fruit complimentary mild dank body smooth slightly thin dipa supported medium bright soft carb big complex delicious brew seems like great neipa need considered dipa considering example thennow excellent brewery found le complex taste big full considerably tasty king jjjuliusss earlier evening definitely could say king julius one best neipa ive brew full tropical plus dank highly enjoyed grateful tried,0.0
King Julius,pours cloudy cream orange finger foamy head slowly dissipates thin ring plenty lacing aroma orange mango taste follows nose fullbodied,0.0
King Julius,appearance beer hazy yellowish orange fluffy white head smell light citrus note came glass mostly orange taste initially taste big orange smooth almost fluffy like thing juice bar finish slightly dry almost oaky grateful didnt peppery sensation mouthfeel body thick allowing orange claim time overall favorite tree house,0.0
King Julius,grown im one drink tonight version julius good complaint,0.0
King Julius,huge thanks friend bringing way across country crazy drinking th highest rated beer world according prestigious website say rarity aside delicious hard really class high think numerous others play space well super hazy majorly dry hopped strong new england ipa style without half fanfare critique ranking subjective neat thing consider sipping really indicative superiority totally fine feel lucky opportunity enjoy pal slightly murky even little dull color dense visible sediment head creamy rich whipped cream dense lasting really crown nicely almost belgian looking thicker nose cool tangerine peach peak ripeness new school sativa bud white grape pineapple hard candy almost confectionary sweetness malty really im sure oat cereal hop simple also orange juice mimosa light vanilla light greenness hop pellet seems fresh bold grassy sits intriguing definitely original flavor definite orange julius vibe think thats fair claim good branding appropriate navel orange full essence orange hard candy sweetness vanilla doesnt seem come malt center palate enhancing hop super saturated faintly vegetal green grape new tennis ball peach ring lemon sorbet well grounded dry grain late bitterness juicy hoppy biting whole thing positively pillow soft effervescent distinctive stay palate awhile without bruiser got body alcohol way course quality near head class think ranking odd others good better hype driven thing keep fueling killer get chance finally drink good,0.06526753331648369
King Julius,l straight look like slightly darker orange juice frothy white head dissipates somewhat quickly leaving behind good amount lacing soft tropical fruit note tangerine mango orange pineapple faint hop orange citrus tangerine mango pineapple front throughout slight hop presence though bitterness good amount malt tie thing together f medium leaning full bodied moderate carbonation soft smooth juicy one took surprise first maybe best way different beer tree house neipas opinion smoothed hop profile hop present bitterness abrasiveness combined present citrus mainly orange tangerine tropical fruit note mango pineapple make smooth yet somewhat subdued beer pretty fantastic think preference lean towards hazy overall standard julius,0.0
King Julius,one highly rated expecting firework werent forthcoming pours dark orange nice thick head really much nose mostly note wood little malt also papaya listen good beer would beer drink entire world would fine didnt find standout badlands brewing ontario beat bejeezus day several offering,0.0
King Julius,truly lovely,0.0
King Julius,cracked open immediate note proper hazy oj tropical note check opaque cloudy yellow orange flash white head ton carbonation side sip like something illicitly good immediate nanosecond sip tell whats happen opulently smooth want even havent finished mouthful yet description apt bitter abrasiveness completely tamed bow taste bud want hear smooth tropical juice anything counter smoothness surgically excised strong extremely smooth abv noticeable alcohol save build heat drinking interesting still level hop fire extremely smooth pleasant great,0.0
A Deal With The Devil - Triple Oak-Aged,batch black wax superb beer pours deep dark brown color amazing nose barrel caramel sweetness taste hit perfect balance thats set apart entire beer play nice part intense flavor barrel sweetness raisin caramel complimented dark fruit brown sugar might say smidge thin thats im trying find flaw embodiment perfect ba barleywine imo right mjk yr bw sp think yr bw edge narrowest margin let honest im turning either given chance beverage one beer almost pissed decided split instead solodoming,0.11268723396380229
A Deal With The Devil - Triple Oak-Aged,briljant beer worth searching nose really nice complex smell longs another sniff taste complex sweet overwhelming caramel tannin vanilla barrel overall excellent flavor taste unbalanced anyway,0.210818510677892
A Deal With The Devil - Triple Oak-Aged,thank noblepudding prince among trader sending fancy goldwaxed bottle northern steppe ml batch pour muddied brownred expected lack bubble nose sharp spike bourbon booze deal devil triple oaked multilayered beast booze chart maltbased product bourbon exhale spectacular drank stuff suspect could pull various bottle layer underneath glorious noise black bruised sweet fruit edge gone molasses achingly sweet desiccated oak brings home shame bottle small lot sickvacation time use three night well damn anchorage rarely miss big bottle better based price point transcendent,0.11547005383792515
A Deal With The Devil - Triple Oak-Aged,pours deep dark brown color aroma amazing complex combination dark fruit oak bourbon hint caramel tad bit coconut taste follows nose intensity flavor sweetness dark fruit fig plum brown sugar caramel bourbon oak balance present taste without distracting flavor full bodied traditional adwtd mouthfeel incredible barleywine worth wait,0.2800560168056021
A Deal With The Devil - Triple Oak-Aged,batch drank june didnt get much previous adwtd felt sweet without complexity would expect still delicious worth price,0.0
Pliny The Younger,l golden brilliant clarity white head dissipates somewhat quickly leaving behind frothy cap lacing bright piney resinous hop citrus malt honey follows nose bright piney resinous hop intermixed well citrus good amount orange along grapefruit nice malt backbone tie thing together biscuit honey note well grass well clean tasting f medium leaning full bodied moderate carbonation like pliny elder nothing seems extreme overdone beer despite amped version pte incredibly well balanced well done one best tipas,0.0
Pliny The Younger,color golden tiny head lace aroma fruit basket piney hop taste piney malt citrus tropical fruit ton hop overpowering feel creamy incredible balance medium almost lighter body expected finish smooth alcohol well hidden waited year star aligned able try beer monk pa two glass max permitted still think beer hold well among rest great ipas,0.0
Pliny The Younger,beer ontap tulip glass special brew lynnwood wa appearance mediumlight golden hue tiniest wisp haze practically head smell light sweet almost tropical fruitiness piney hop character atop pretty pronounced malt aroma nice taste richly malty bit sweet lot bitterness backing there little fruity character im thinking fermentation along pineygrassy note hop interesting rich flavorful beer neither cloying harsh tipas often worth hype maybe certainly good beer mouthfeel medium body good level carbonation creaminess overall like beer lot bet id tried year ago would blown mind palate today ipa climate competition tough consumer spoiled said remains really tasty beer,0.0
Pliny The Younger,sure else need said beer pretty close perfection style little light side piney bitter touch sweetness intense flavor smooth,0.0
Pliny The Younger,pours golden yellow slight white lacing crown special edition year draught malibu wine beer note honey crisp perfect hop slightly sweet perfect hop punch limited batch hard get pour drink like single ipa checked hefty abv putting triple ipa category cheer russian river perfect ipa,0.0
Coconut Vibes - Barrel-Aged,bucket list beer happened st louis released lucky look typical dark stout appearance smell omg coconut vanilla liquid mound bar cloyingly sweet well balanced taste amazing viscous coconut sensation im floating feel thick smooth velvet tongue perfect overall hand best barrel aged coconut beer ive ever king coconut,0.07332355751067668
Coconut Vibes - Barrel-Aged,cloyingly sweet even barrel treatment could mask,0.0
Coconut Vibes - Barrel-Aged,bottle share rob good beer get wonderful mouthfeel coconut flavor,0.0
Coconut Vibes - Barrel-Aged,bottle aroma flavor dominated coconut sure bottle got heavy alcohol bite front mellowed mid palate still offputting thick smooth mouthfeel perspective honestly enjoyed batch nonba version better bottle shame missed stout week hoping compare,0.0
Coconut Vibes - Barrel-Aged,vintage pours nearly still super syrupy glass noticeable congealed coconut fat suspension exactly appealing definitely set stage term viscocity easily coconutforward beer ive ever aroma flavor dominated intense note shredded coconut coconut macaroon coconut ice cream quite perceivable booziness aroma particular thing smoothed liquid brownie batter character flavor quite nicely hugely thick velvety viscous mouthfeel knocked hair nearcloying sweetness definitely punchyouintheface kind beer leap bound beyond coconutforward ba stout really damn decadent,0.0
Double Barrel V.S.O.J.,pours dark mahogany brown color unfiltered look settle glass nearly black body soapy tan head dissipates pretty quickly isnt surprising given abv absolutely gorgeous barleywine first note nose intense oak aroma product boozy barrel note follows lush decadent caramel toffee note hint stone fruit plum bit raisin slobbering taste component nose luxuriously decadent caramel toffee flavor front oak cutting sweetness plum smidge tart fruit perfect finish coasting boozy warming back palate barrel mouthfeel rich full decadent suiting beer gravity like glove tippity top world class barleywine cant recommend highly enough truly magnificent,0.10454167469786334
Double Barrel V.S.O.J.,big thank quinnimical knocking oz want list since pretty much want everything revolution ever make im sure itll replaced x barrel super ultimate vsoj soon pour even darker regular plain old vsoj bouquet intensely alcoholic shedding bourbon spicy rye interior nasal cavity double barrel vsoj true sipper grossly understated abv hit like joey browner prime suffusing sens including didnt know possessed rye dominates bourbon place second barleywine try get word brown sugar toffee caramel molasses sharp oak finish well alcohol finish course wonder much could drink brain wave flatlined sometimes massive barrel massive barrel sometimes beautifully integrated great beer latter masterclass barrel aging well find flaw sixteen year searching world eight perfect beer love,0.13823270327522746
Double Barrel V.S.O.J.,tap vsoj one favorite beer time way meet bar right expand barrel character vsoj add gushing caramel front resulting taste epitome barrel candy enough barley oak balance body lush stupid smooth plenty booze backing smell one area simpler orignal barrel strong beautiful fitting conclusion beer potent deep complex drinkable warm sipper rewarding wife loved well done rev,0.06950480468569163
Double Barrel V.S.O.J.,darker color compared straight jacket smooth much depth compared regular straight jacket one far robust le sweet heavy prune toffee bourbon even hint white wine alcohol burn watch,0.09901475429766743
Double Barrel V.S.O.J.,sampling oz poured snifter cellar temp date stamp beer pours dark rich mahogany color glass lightest tint light get glass fizzy beige head cm foam fade thin edge layer quickly pour edging stick around sampling aroma toffee brown sugar bourbonyrye sweetness bit dry wooden barrel almost like popsicle stick note hint fusol booze hop note detect first sip reveals fairly robust body syrupy texture carbonation fine tingly sticky coating palate sip swallow reveals bit warmth finish physical trait make sipping beer flavor similar nose predicts malt forward character get toffee brown sugar general malt sweetness ryebourbon note carry sure keep tasting maple syrup even though dont think thats additive dont get hop character beer booze limited warmth peppery bite spiciness sweeter sipping beer enjoying happy chance drink tonight watching dallas v seattle,0.0
Double Barrel V.S.O.J.,oz bbt snifter pours coca cola near flat head lace super thick oily lace nose rich aromatic note nutmeg hazelnut brown sugar molasses booze apparent subtle beer open chocolate brown sugar anise dried dark fruit molasses barrel sweet cream breakfast syrup middle end oak tobacco burnt brown sugar end aftertaste body medium full low carbonation slick oily palate go rich slightly boozy dry lingering aftertaste go day perfect english barleywine insanely well integrated complementary flavor profile body match incredible,0.0
Fundamental Observation,ml bottle snifter edition pours near black opaque slight head light oily smear glass aroma vanilla chocolate malted milk ball malt oak light bourbon little char barrel make bigger appearance flavor focused bourbon vanilla chocolate malt oak smooth somewhat creamy solid full body appropriately carbonated touch fizzy feeling standout time event quite delighted finally obtain bottle delicious vanilla lead way course rfob,0.32274861218395157
Fundamental Observation,pours black thick dark chocolate colored foaming smell like malt dark chocolate touch bourbon maybe little licorice fig bourbon may loverpowering vanilla smell getting vanilla smell note coming back minute later bourbon mellowed vanilla come really well taste delicious vanilla come even bit bourbon flavor dark dried fruit flavor come nicely malt flavor good feel quite smooth viscous expected still good good looked pouring carbonation seems give fizz would like overall great beer suggest letting air minute pouring drinking bit come back eating seems change quite bit first opening minute better,0.3471704292821973
Fundamental Observation,received bottle beersnake reviewed beer poured black nice tan head initial pour nose awesome getting medium roasted malt base absorbs rest bourbon barrel lends note cocoa bourbon vanilla adjunct prevalent lends nice tangent taste medium roasted malt base give big dose vanilla front barrel lingering background subsequent sip blast vanilla coalescing barrel getting cocoa presumably choice malt used finish almost sweet hopping barrel take away mouthfeel good large malt base viscous sip delightfully smooth overall initially graded taste seemed much vanilla palate acclimated everything came together nicely big thanks tim generous trade overall rating,0.2755891273047752
Fundamental Observation,l glorious ebony dark brown head ba bourbon booze upfront ripe stone fruit raisin vanilla vanilla vanilla upfront pleasant hop slight bitter dark chocolate f quite viscous velvety smooth mouthfeel delicate carbonation world class understatement worldly phenomal apt,0.34050261230349954
Fundamental Observation,vintage afterr impressed first bottle logic beer ive landed white whale currently sits th highest rated beer ba highest rated brew ive wanting try one quite time let get right pours completely pitch black finger frothy dark brown head slowly fade ring leaf minimal lacing nose sweet quite complex im picking aroma vanilla bean burnt caramel earthy bourbon brown sugar molasses toasted oak walnut chocolate fudge raisin light roast coffee similar taste absolutely complaint front end sip im tasting chocolate fudge vanilla bean dark bread caramel medium roast coffee sweet bourbon charred oak raisin brown sugar light molasses swallow brings note toasted oak molasses vanilla bean walnut dark chocolate medium roast coffee black cherry burnt caramel sweet bourbon raisin medium full body pair gentle tingling carbonation resulting silky beer finish surprisingly dry sweet drink abv oh man one absolutely life hype bit hesitant given sweet remains balanced throughout great stuff,0.3094263738776383
Fundamental Observation,pours deep dark brown color aroma wonderful combination rich chocolate deep vanilla hint bourbon dark fruit taste really intense combination following nose dark chocolate strong vanilla fruity bourbon flavor mouthfeel full bodied overall incredible stout,0.32338083338177726
Fundamental Observation,vintage batch served bruery snifter pours one shade shy black complexion opaque head in loose mochacolored quickly disperses tight band around shoulder oily slick across surface nose decadent vanilla caramel cocoa spirit going decadently sweet taste follows nose spirit subdued come finish rest pure candy mouthfeel medium body semistill carbonation overall amazing imperial stout,0.15161960871578065
Fundamental Observation,ml capped bottle bbt snifter pours finger dark mocha head beer pours heavy pitch black viscous sticky mocha leg nose chocolate vanilla molasses barrel pungent rich beer open chocolate vanilla fudge hint cocoa powder roasted malt big barrel overtone vanilla molasses finish body full low carbonation sticky viscous palate go warm long lingering sticky aftertaste great simple well made amazing body,0.18359701840863132
Fundamental Observation,one favorite bl b year ago im catching review,0.0
Very Hazy,l creamy hazy opaque strawyellow frothy white head dissipates somewhat quickly leaving behind thin cap lacing look like orange juice peach tropical fruit note piney hop though hop subdued compared green peach tropical fruit note pineapple mango front throughout citrus note grapefruit orange intermixed well piney slightly bitter hop solid amount malt f full bodied moderate carbonation pillowy soft pretty incredible neipa soft full bodied peach tropical fruit note compared green favored bitter hop tropical fruit note le full body,0.0
Very Hazy,deep orange color thick white head nose full citrus grapefruit taste like nose citrus orange grapefruit billow across palate soft feel nice bitterness build fade,0.0
Very Hazy,beer feel like beer wonderful,0.0
