,balanced,barrel,bitter,black,bourbon,brown,caramel,carbonation,chocolate,citrus,coffee,creamy,dark,deep,dry,fruit,full,hazy,honey,light,malt,medium,oak,orange,rich,roasted,smooth,stout,sweet,tan,thick,thin,vanilla,white
coffee,0.6582430806257521,1.3757592348623537,0.925654332129964,0.7762728743931283,1.8934903806607868,0.7567393080186565,1.1494692601972087,0.22496915413791524,2.2282417796858227,0.03897491924757743,0.0,0.6030610259625153,1.344676443077018,0.30947249313001773,0.299958872183887,0.38847132627093567,0.5242644004983866,0.0,0.08648449234498934,0.5029970710442068,1.3796053607635625,0.3934030911552346,0.8383284517403446,0.037975562343793394,0.8314649439483184,2.5281565453333026,0.6878270393055612,1.0332885567962387,0.7103951020029529,0.683560122188281,0.3661014886626374,0.41982432701327493,1.6186305261288985,0.022187969009856815
creamy,0.3119475335044197,0.23285183188126118,0.675561377245509,0.3614288664051208,0.373152429318578,0.28690065125224,0.2933238001608723,1.2127453952853786,0.5090224955494417,0.7757642609517807,0.6030610259625153,0.0,0.42082857838926,0.2199928501206542,0.24876828621238536,0.402719151860214,1.34786179852684,0.8362848770544018,0.14345032562612,0.8034120438368547,0.3589533262242638,0.9979883982035926,0.3244548638571913,0.2519576232151083,0.7470322512868999,0.2503527975895343,1.2880979613806094,0.5141693357471104,0.5891600097449641,0.8638547081660856,1.1040839668976654,0.4642368805695696,0.45641503877490913,0.7728587768283658
dark,0.30677067400836133,0.6661457117630941,0.3733538543897216,0.9047330724359448,1.2676795055972678,1.987800684599634,1.0838952986672632,0.2001599219364107,1.4166473754268185,0.0462357714414516,1.344676443077018,0.42082857838926,0.0,1.101377480903832,0.2891198872414821,0.9792887983992697,0.3109662504026833,0.14952845232129025,0.6925241094734209,0.5083026948406125,1.0429438854829722,0.2882511375802998,0.6132782513837824,0.247776313622138,0.9041661970772756,1.4771887232504537,0.3158578543416019,0.3881654300084657,0.6847250434455657,1.4480433912982091,0.6317157086832038,0.7747222175386536,1.1809070804226487,0.1316074393090008
deep,0.09719260838663822,0.17411756383956992,0.1530783582089552,0.9008749356664951,0.3100321178915549,1.34083233467698,0.24370683893963022,0.1937700736822218,0.46888866478418706,0.08056755695208169,0.30947249313001773,0.2199928501206542,1.101377480903832,0.0,0.07750802947288872,0.30113775385368236,0.4334962356359794,0.3474118767862814,1.4302211569887788,0.46212334553646855,0.0,0.09567397388059701,0.11553083638411717,0.07850172215843858,1.3606965174129353,0.23400513356782965,0.27519704846553744,0.14239847275251646,0.576912013806769,1.2784566180088568,0.48159483481469056,0.38570924903043835,0.30113775385368236,0.3210632232097937
dry,0.7418625678119348,0.44300797888295634,1.1684335443037974,0.0477520733304234,0.2958059605832399,0.07581077335304445,0.20668807859436994,1.1832238423329595,0.3040968183373246,0.4099766822118588,0.299958872183887,0.24876828621238536,0.2891198872414821,0.07750802947288872,0.0,0.5107906204606765,0.5514730592584295,0.36830056558039326,0.22743232005913333,0.8491760210174348,0.37940003468007627,1.2171182753164556,0.8818366372104132,0.3994644595910419,0.060737286253608705,0.19846004998790615,0.5056890911676859,0.12076832499264058,0.42255983519908924,0.057066351370148836,0.17504622386573745,0.16356025117113526,0.3405270803071176,0.2722941260133694
fruit,0.6405152224824355,0.6374796053142724,0.4203381147540983,0.18552854720180895,0.5533565054990661,0.29454349647002515,1.1376315145583558,0.25539531023033823,0.4695669029685423,1.4158757549611733,0.38847132627093567,0.402719151860214,0.9792887983992697,0.30113775385368236,0.5107906204606765,0.0,0.6249274626432613,0.1430938262992675,0.9818116549000838,0.42298175069594807,0.6141926790927464,0.34152471823770486,0.5710253634395298,0.9053436317780581,0.43262870290480293,0.47120705857784273,0.4030208141462516,0.07820243995425086,0.6624600695053884,0.14781120518825439,0.037783201326211095,0.3177358977668775,0.5145122278957269,0.4030208141462516
full,0.3457648546144121,0.4817766220693704,0.9076327433628318,0.11684467500762892,0.5514730592584295,0.15900135650151798,0.5418702945449742,1.74633135431836,0.6541497249461851,0.19108057755006985,0.5242644004983866,1.34786179852684,0.3109662504026833,0.4334962356359794,0.5514730592584295,0.6249274626432613,0.0,0.10299378648088871,0.5300045216717266,0.8220070128569043,0.4310219420535822,1.389812638274336,0.7192561362497912,0.23272634445200815,0.891709361900326,0.5087368243052814,1.114994531172318,0.464370240790286,0.6530291258456349,0.0,0.48950979417321266,0.11434743223468748,0.7538807485855215,0.27194988565178485
hazy,0.0,0.0,0.14547872340425533,0.0,0.0,0.21237769840037274,0.057901979464380235,0.18415028279019663,0.0,1.1485162374020157,0.0,0.8362848770544018,0.14952845232129025,0.3474118767862814,0.36830056558039326,0.1430938262992675,0.10299378648088871,0.0,0.2548532380804473,0.4025826308042285,0.0531429126590887,0.3182347074468085,0.054897631473303905,2.4619476268412437,0.0,0.0,0.04358913060801658,0.0,0.14952845232129025,0.19184007481879822,0.5884532632082238,0.8247612665438097,0.06359725613300779,3.2255956649932265
honey,0.47532151546750084,0.1135365136472135,0.14972627737226277,0.41303800654417316,0.3032430934121778,0.43715701422558473,1.0130733195337183,0.037905386676522226,0.5125764450581968,0.0788033038801383,0.08648449234498934,0.14345032562612,0.6925241094734209,1.4302211569887788,0.22743232005913333,0.9818116549000838,0.5300045216717266,0.2548532380804473,0.0,0.8663407244181243,0.49225077492250774,0.42110515510948904,0.8475072304090346,0.2303481190342504,1.050710718401844,0.07629364452089824,0.3140326416796523,0.0,1.6671876709545321,0.0,0.13458541786270814,0.0,0.8836304894100753,0.8075125071762487
light,0.36859838274932616,0.3668514709827417,0.5805424528301886,0.545695076989807,0.5552304752806304,0.9793416884726621,0.9499202102694078,0.7838547886314784,0.7554606493285739,0.712946871896723,0.5029970710442068,0.8034120438368547,0.5083026948406125,0.46212334553646855,0.8491760210174348,0.42298175069594807,0.8220070128569043,0.4025826308042285,0.8663407244181243,0.0,0.7304643749461532,1.068359375,1.1683873264506943,0.69466618287373,0.5130199713119277,0.32868645595481316,0.5604904247049678,0.30002193944712596,0.7072037493434609,0.5954281567489116,0.405872376510494,0.5282276036250186,0.9023610681513559,0.5604904247049678
malt,0.47575559904327025,0.710251249756541,0.7024828767123287,0.49954337899543383,1.3990376278827812,0.5195980401959804,1.3420568390922103,0.1422750130050286,1.3838701715414043,0.8380497476568133,1.3796053607635625,0.3589533262242638,1.0429438854829722,0.0,0.37940003468007627,0.6141926790927464,0.4310219420535822,0.0531429126590887,0.49225077492250774,0.7304643749461532,0.0,0.6146725171232876,0.9896614112173688,0.6244292237442921,0.657293919730834,3.054532763284181,0.533220460725463,0.1306944886906658,0.6097210407438913,0.4940538913141653,0.2104817608126828,0.354007118973142,1.1464930009731267,0.1964496434251706
medium,0.4578683035714285,0.2734189869668246,0.7211425781249998,0.2063038793103448,0.4665620055379746,0.42110515510948904,0.7972831156716418,2.3328100276898733,0.3609322212837837,0.5482370476973684,0.3934030911552346,0.9979883982035926,0.2882511375802998,0.09567397388059701,1.2171182753164556,0.34152471823770486,1.389812638274336,0.3182347074468085,0.42110515510948904,1.068359375,0.6146725171232876,0.0,0.5744951356132075,0.5341796874999999,0.18743146929824558,0.2858031449044586,0.9603230337078652,0.11180505087209301,0.6588597430406852,0.1761031936813187,0.46815747893258425,0.5047367125984252,0.43785220286885246,0.4801615168539326
oak,0.43003144654088055,0.9904989716534024,0.3386497641509434,0.24912166558230323,1.861655122999761,0.6780057843272277,1.5019008729935233,0.31844100788153806,0.993721315655278,0.45832298907646474,0.8383284517403446,0.3244548638571913,0.6132782513837824,0.11553083638411717,0.8818366372104132,0.5710253634395298,0.7192561362497912,0.054897631473303905,0.8475072304090346,1.1683873264506943,0.9896614112173688,0.5744951356132075,0.0,0.24809506531204648,0.7242634889109567,1.4297860834034373,0.6377994488022048,0.3150230364194822,0.6961536907599692,0.21265291312461126,0.3044042823828705,0.1218986777596197,1.5861815651098052,0.5218359126563494
orange,0.0,0.0,0.657451923076923,0.02418213969938108,0.03328870496592016,0.07678270634475014,0.3140068886337543,0.26630963972736127,0.0,2.145369433198381,0.037975562343793394,0.2519576232151083,0.247776313622138,0.07850172215843858,0.3994644595910419,0.9053436317780581,0.23272634445200815,2.4619476268412437,0.2303481190342504,0.69466618287373,0.6244292237442921,0.5341796874999999,0.24809506531204648,0.0,0.18454790823211875,0.0,0.23638720829732068,0.0,0.4505023884038873,0.11559594251901946,0.8864520311149525,0.9939430648092066,0.14370533837746954,2.2456784788245465
rich,0.5331384015594541,0.6822150162135195,0.5398026315789474,0.2647307924984876,0.9717965800577393,0.38526059674734275,0.954874749061709,0.3947923606484565,1.1022996680891417,0.126269621421976,0.8314649439483184,0.7470322512868999,0.9041661970772756,1.3606965174129353,0.060737286253608705,0.43262870290480293,0.891709361900326,0.0,1.050710718401844,0.5130199713119277,0.657293919730834,0.18743146929824558,0.7242634889109567,0.18454790823211875,0.0,0.7946139233433903,0.7188382942374664,0.5579355365157078,0.9247154288290319,0.738191632928475,0.8086930810171497,0.37781461527835336,0.8914773271977758,0.3953610618306065
roasted,0.829542007885957,0.9411960032601806,0.9145700636942675,0.961124533274764,2.2822905748609204,0.8392300897298806,1.2480273790284249,0.19846004998790615,2.401187812015838,0.0,2.5281565453333026,0.2503527975895343,1.4771887232504537,0.23400513356782965,0.19846004998790615,0.47120705857784273,0.5087368243052814,0.0,0.07629364452089824,0.32868645595481316,3.054532763284181,0.2858031449044586,1.4297860834034373,0.0,0.7946139233433903,0.0,0.6263508194374866,0.30384387498148424,0.6938310669812737,0.6891579757821796,0.46976311457811504,0.32920407242088373,1.8277122272110267,0.07829385242968583
smooth,1.073122882111646,0.34953937909366845,0.8834971910112359,0.11303112488699472,0.7390840563220026,0.17944722381694417,0.4892391972720667,1.264222727919215,0.7198096973377871,0.4447811945594323,0.6878270393055612,1.2880979613806094,0.3158578543416019,0.27519704846553744,0.5056890911676859,0.4030208141462516,1.114994531172318,0.04358913060801658,0.3140326416796523,0.5604904247049678,0.533220460725463,0.9603230337078652,0.6377994488022048,0.23638720829732068,0.7188382942374664,0.6263508194374866,0.0,0.3573295009145545,0.6053942208214036,0.06753920237066305,0.9322686529478602,0.2903653897195435,0.5877386872966169,0.20717081176619115
stout,0.7571982281284607,1.4017138763363826,0.4174055232558139,0.13159582999198075,0.8151861937003237,0.17410032252588695,0.18986463033668866,0.42268913747424197,0.4942253299811439,0.0,1.0332885567962387,0.5141693357471104,0.3881654300084657,0.14239847275251646,0.12076832499264058,0.07820243995425086,0.464370240790286,0.0,0.0,0.30002193944712596,0.1306944886906658,0.11180505087209301,0.3150230364194822,0.0,0.5579355365157078,0.30384387498148424,0.3573295009145545,0.0,0.3881654300084657,0.05242141579350882,0.8039913770577476,0.37561801867789785,0.39101219977125423,0.0
sweet,0.5577648618333843,0.5329165694104753,1.1200615631691648,0.26657313741416233,0.9340796357032499,0.5258053423779678,1.1887883920866757,0.3780798525465535,0.9101365819781236,0.46235771441451595,0.7103951020029529,0.5891600097449641,0.6847250434455657,0.576912013806769,0.42255983519908924,0.6624600695053884,0.6530291258456349,0.14952845232129025,1.6671876709545321,0.7072037493434609,0.6097210407438913,0.6588597430406852,0.6961536907599692,0.4505023884038873,0.9247154288290319,0.6938310669812737,0.6053942208214036,0.3881654300084657,0.0,0.2509941878250229,0.5922334768905037,0.22134920501104388,1.104100115842314,0.40798306185790245
tan,0.0,0.5127857924066456,0.0,2.3836680560818495,0.5706635137014884,1.2833680917622523,0.3588650155814335,0.057066351370148836,0.8529106029106029,0.0,0.683560122188281,0.8638547081660856,1.4480433912982091,1.2784566180088568,0.057066351370148836,0.14781120518825439,0.0,0.19184007481879822,0.0,0.5954281567489116,0.4940538913141653,0.1761031936813187,0.21265291312461126,0.11559594251901946,0.738191632928475,0.6891579757821796,0.06753920237066305,0.05242141579350882,0.2509941878250229,0.0,1.1650512408939375,2.3428657956217016,0.4434336155647631,0.1350784047413261
thick,0.2195024077046549,0.393231801480377,0.11523876404494383,0.8053467648198374,0.40844118902005405,0.6729270893135406,0.5045279221868187,0.612661783530081,0.6229122380807774,0.12130396215257244,0.3661014886626374,1.1040839668976654,0.6317157086832038,0.48159483481469056,0.17504622386573745,0.037783201326211095,0.48950979417321266,0.5884532632082238,0.13458541786270814,0.405872376510494,0.2104817608126828,0.46815747893258425,0.3044042823828705,0.8864520311149525,0.8086930810171497,0.46976311457811504,0.9322686529478602,0.8039913770577476,0.5922334768905037,1.1650512408939375,0.0,0.3629567371494294,0.5289648185669552,0.5179270294154779
thin,0.0,0.367429189834683,0.08075787401574804,0.950529459679609,0.20445031396391908,1.1317891832863958,0.1285697496768128,0.2453403767567029,0.32012130240476694,0.08500828843762952,0.41982432701327493,0.4642368805695696,0.7747222175386536,0.38570924903043835,0.16356025117113526,0.3177358977668775,0.11434743223468748,0.8247612665438097,0.0,0.5282276036250186,0.354007118973142,0.5047367125984252,0.1218986777596197,0.9939430648092066,0.37781461527835336,0.32920407242088373,0.2903653897195435,0.37561801867789785,0.22134920501104388,2.3428657956217016,0.3629567371494294,0.0,0.24712792048534915,0.8227019375387066
vanilla,0.6405152224824355,1.23246057027426,0.5324282786885245,0.46382136800452234,2.255991907034654,0.6709046308483906,1.7399070222657205,0.1702635401535588,1.9691515285777579,0.08849223468507333,1.6186305261288985,0.45641503877490913,1.1809070804226487,0.30113775385368236,0.3405270803071176,0.5145122278957269,0.7538807485855215,0.06359725613300779,0.8836304894100753,0.9023610681513559,1.1464930009731267,0.43785220286885246,1.5861815651098052,0.14370533837746954,0.8914773271977758,1.8277122272110267,0.5877386872966169,0.39101219977125423,1.104100115842314,0.4434336155647631,0.5289648185669552,0.24712792048534915,0.0,0.13434027138208388
white,0.04877831282325665,0.08738484477341711,0.11523876404494382,0.09890223427612038,0.09724790214763192,0.08972361190847208,0.30577449829504166,0.1166974825771583,0.2214799068731653,1.2130396215257246,0.022187969009856815,0.7728587768283658,0.1316074393090008,0.3210632232097937,0.2722941260133694,0.4030208141462516,0.27194988565178485,3.2255956649932265,0.8075125071762487,0.5604904247049678,0.1964496434251706,0.4801615168539326,0.5218359126563494,2.2456784788245465,0.3953610618306065,0.07829385242968583,0.20717081176619115,0.0,0.40798306185790245,0.1350784047413261,0.5179270294154779,0.8227019375387066,0.13434027138208388,0.0
