Beer,Review,similarity_score
Abraxas - Barrel-Aged,newbi share prefer mellow booz littl bit pepper nice vanilla mix cinnamon well done well would happili revisit,0.0
Abraxas - Barrel-Aged,pour rich deep dark brown aroma wonder sweet intens equal note chocol vanilla bourbon chili cinnamon caramel tast follow even plea aroma plenti enjoy well balanc flavor chocol fudg chili vanilla caramel toffe plenti cinnamon full bodi one best stout,0.3142696805273545
Abraxas - Barrel-Aged,vintag review anoth mileston call yet anoth infam beer base beer year back thought damn good one suppos much better much better base beer current sit overal ba barrel age variant sit whop overal alright let dive right beast pour complet pitch black finger creami dark tan head fade thin ring leav minim lace surprisingli rather gentl nose expect bite adjunct barrel age realli like approach im pick aroma cacao nib mola sweet bourbon vanilla bean dri chili red grape toast oak mapl syrup light cinnamon there bite tast never becom overwhelm nice balanc front end sip im tast cacao nib chili powder earthi cinnamon vanilla bean raisin smooth oak burnt caramel earthi bourbon light mola cherri pit swallow bring note cacao nib vanilla bean chili powder earthi cinnamon char oak chocol fudg cherri pit red grape earthi bourbon light mapl syrup walnut medium bodi pair gentl carbon result chewi beer finish mostli dri drink abv iron end get exact score base beer tri side side might differ stori wasnt blown away great world class,0.0982155906707477
Abraxas - Barrel-Aged,american site major american particip ive alway consid bia toward u brew critic natur although im plea see like budweis accur ass american friend meet thailand he bought along abraxa american imperi stout sit balconi condo take sip thought english eg courag russian imperi belgian could produc anyth like wow wow rate total accur masterpiec stun achiev perenni artisan ale compani well done,0.0
M.J.K.,wow stumbl side project offer oz pour mjk order oz pour say beer fantast understat look deep amber similar dark brandi smell dark fruit toffe booz amaz sweet smell linger nose tast tast chart toffe dark fruit boozi sweet perfect feel medium thick velveti tongu overal hand best barleywin one best beer ive ever side project four hour drive st loui would troubl make regular monthli destin,0.29617443887954625
M.J.K.,,0.0
M.J.K.,mjk mo willet famili estat bourbon brazilian amburana barrel look super dark brown slight rim great lace smell tast much woodi barrel cinnamon boozi toffe chocol feel bw great full bodi slight carb,0.18490006540840973
M.J.K.,insan good style fantast blend bourbon barrel barleywin sweet dark fruit deep dark rubycopp brown head much carbon,0.3872983346207417
M.J.K.,special gift special moment disappoint darkest brown brown ring aroma caramel toffe mola raisin bourbon explod one dark oak char leather barley dri earth touch cocoa ani background incred complex tast barrel focu rustic wood bourbon earthi char chocol rise meet level toffe dark fruit toast caramel barley leather support feel massiv heavi also warm never hot lean malti barley,0.1912730139190015
M.J.K.,absolut phenomen brew super complex perfect everi way star beercat side project,0.0
Blessed,appear beer silki black reddishtan head top glass smell nose like boozi chocol note dark fruit barrel also obviou nose tast initi big slick chocol note cover tongu lot cherri coconut littl boozi vanilla drank like port better small warm sip hot burn take away profil mouthfeel bodi thick like port though carbon overal hypeworthi,0.2055566129482595
Blessed,th review yay final join digit club want someth special th review pick special beer hope wait special moment first review websit almost exactli year ago colleg michigan state univers seem like lifetim ago chang lot websit review beer one consist review rate beer amaz pastim connect new friend experi speak chang intent save beer first child birth seem silli mark much much import special magic occas birth child occas like th beer review howev want get special beer toast everyth coincid perfectli even name beer perfect said would like dedic review harrison love heart even met consum bought san diego beer wine compani oz probabl expens beer ever purchas alway anchorag label art insan cool variat black yellow label black wax abv descript state beer age month woodford heaven hill willet barrel finish madagascar vanilla bean rawtoast coconut drink beer buddi differ variant pair pistachio left min crack jet black beer pretti good crack open surpris consid amount age beer undergon chocolatecolor fizzi head disappear right pour interestinguniqu characterist appear beer leg leg creat brown oili streak glass unlik beer seen black chunk sediment settl bottl glass aroma power right bat wife mother novel beer drinker took smell thought hard alcohol aroma consist bourbon dark chocol prune raisin honestli profil fit barleywin stout initi wasnt get ton vanilla warm vanilla come lesser degre smell coconut coffe unsurprisingli hop charact tm sweet stout without much bitter profil major compon beer tast includ fig port wine blackstrap mola barrel charact bourbon oak vanilla tone includ mapl syrup caramel consist much chang beer warm beer danger smell alcohol aroma abv super hidden tast also hop charact mouthfeel thick smooth chewi velveti mouthfeel resembl appear sen littl oili would like tini carbon warm mouthfeel differ mani american imperi stout overal current highestr beer ever review ba part reason pick beer love deal devil much overal amaz beer isnt surpris consid hype american imperi stout overal price said wouldnt buy one due cost almost dollar oz would expect someth truli mindblow look american imperi stout list would say par abraxa cb grey monday much cheaper price tag wonder hype behind beer cost bia aka want beer soo good otherwis wasnt worth spend,0.0488726409338306
Blessed,vintag l expect intens pitch black quickli dissip dark brown head produc aerat pour le viscou anticip lower appear huge chunk congeal coconut fat plop glass end pour recommend decant one girlfriend think smell like ben jerri shop agre chocolatecoffe ice cream almond joy candi bar nougat vanilla cupcak bourbon shred coconut vanilla frost oaki rye spici wet barrel dark chocol fudg dri cherri coconut cream barrel charact realli come wave quit intens f oili intens flavor super velveti nice level carb thank coconut fat chunk dissolv swirl glass didnt impact mouthfeel realli assert flavor layer first anchorag barrel age offer vibe get theyr realli wet barrel charact,0.13608276348795434
Blessed,ml wax cap bottl side project snifter pour den rich head lace nearli flat huge mocha leg look like whiskey beer nose salt caramel chocol lactos fudg cocoa den rich set apart perfect salti flavor super intens perfectli integr barrel presenc beer open chocol lactos cocoa powder mola hazelnut middl sprinkl espresso load barrel slight salti middl breakfast syrup touch bacon oak barrel finish perfect bodi full low carbon slick boozi palat goe smooth rich full exhaust heavi long linger filmi aftertast thought id tast spectrum one realli set apart near perfect,0.10127393670836668
Blessed,pour pitch black color head alcohol leg stand aesthet aroma though might one multifacet yet delic experi ive encount beer world there much go yet note bourbon chocol dark fruit vanilla coconut almond harmoni perfectli balanc blow mind flavor profil absolut doesnt disappoint slightest gave aroma fuckin dont hand way stone cold steve austin hand stone cold stunner that sure open huge hit coconut vanilla reveal midtast dark fruit good oak gradual appear back end perfectli balanc hit booz clean palat despit extrem flavor shockingli balanc though perhap le delic aroma that real nit pick wonder even worth pick feel touch flat despit intens palat coat sweet oak tannin nuanc alcohol presenc enough clean palat gener extrem somehow well roundedth best world dont regret spend small bottl enough said right humbl opinion paragon beer world best barrel age stout ive ever sampl,0.15713484026367724
Blessed,sweet milk chocol hint savoryumami promin vanilla fleshi raw coconut bourbon barrel nose one great aromat tast follow thick velveti milk chocolatecov coconut big vanillabourbon barrel boozi heat finish mean heat whoa sure particular bottl boozi backend drawback imo absolut delici wish littl balanc given barrel treatment,0.1478442541909146
Blessed,wow beer black ink tini brown head leav absolut lace unless count brownish stain char beer nose coffe charr also alcohol tast chocolatey warmth build alcohol howev overwhelmingli smooth beer great beer,0.0
Blessed,part want age long time thing life recent made feel mayb drink hugest rank beer collect sweet flavor balanc boozi dark brown edg oil sheen top strong sweet note coconut vanilla toast dark malt bourbon barrel strong burn nose hair tast duel strong booz bourbon barrel sweet coconut vanilla feel weak point mayb much booz burn bit sticki thick im think age would help fault want tri beer glad big flavor booz enjoy attempt,0.2680281337094488
Blessed,way sweet palat feel bless opportun tri,0.2182178902359924
Blessed,editiion drank may sweet even small bottl lot drink solo ten year much balanc,0.15430334996209194
Hunahpu's Imperial Stout - Double Barrel Aged,long time want mine vintag unfortun cocoa vanilla cinnamon fade alreadi remain appl brandi strong ancho chili spici burn finish im sure shell former self,0.0
Hunahpu's Imperial Stout - Double Barrel Aged,bottl share thx hopelessli,0.0
Hunahpu's Imperial Stout - Double Barrel Aged,review og rereleas,0.0
Heady Topper,pour f chill oz pint glass clean white head dissip lace glass appear medium amber hazi aroma west coast ipa tropic fruit floweri hop tast follow aroma punch mouth hop grapefruit apricot pine malt biscuit linger pepper note backend pretti well balanc sweet front tongu bitter hop end mouthfeel smooth medium carbon mediumlight bodi heavi littl chew mouth keep remind still play palett overal wellcraft beer first time ive tasti wellabov avg dipa one better one ive would certainli purchas see way,0.05802588531856596
Heady Topper,look ugli cloudi beer probabl part reason direct drink smell layer floral wave amaz tast beer liquid marijuana hop flavor border hallucinogen experi hint fusel despit shit ton hop balanc feel pure cream overal worldclass rate earn number beer summer vermont,0.0
Heady Topper,beer sever time imo overr beer america realli pleasant bitter second fiddl blew away head head hard pas,0.0
Heady Topper,beer kind standard hazi ipa gave know alway room improv wanna know real neipa tast like beer must list,0.0
Heady Topper,discov beer ski stow year ago littl know legendari bucket list beer mani fresh tast masterpiec,0.0
Heady Topper,beer beer smooth creami satisi person,0.0
Mornin' Delight,abv pour nearli black color there bit tan color collar ring glass real head form aroma simpl yet extrem effect mapl syrup liter explod glass aromat yet balanc somewhat nuanc black coffe roast malt complaint lack infinit depth what intox flavor follow close open explos mapl syrup destroy glass inhal aroma sure im still drink review coffe presenc feel retic though enjoy upsurg dark fruit flavor back palateno ill come say damn sweet nuanc lost palat crush sweet though flavor profil still good despit absurdli sugari enjoy soft creami mouthfeel wish drier though carbon low yepthi one isnt cant give bad even lessthangood score lot thing well way sweet tire drink id love tri ba variant bad that literalass whale never thought id ever find mornin delight year ago,0.17261274080084127
Mornin' Delight,vintag oz pour tap pour pitch black volumin tan head aroma flavor featur ton mapl syrup along coffe dark roast malt dark chocol vanilla bourbon sweet cloy definit alcohol heat would probabl becom smoother age obvious super glad tri didnt quit live hype quit tasti strike giant mapl bomb first foremost,0.3006584112011316
Mornin' Delight,pour dark possibl much head speak know chard smell tast sweet caramel like mapl flavor nice warm throat wow say,0.25819888974716115
Mornin' Delight,final thison usa holi grail beersat henri saratoga spring ny believ hype jet black pour thin tan creami head mapl syrup espresso nose beer glide hatch deliv mapl sweet light chocol balanc slightli bitter coffe tannin finish flatout brilliant grab one dont let go,0.17025130615174974
Mornin' Delight,holi mapl,0.0
King Julius,pour cloudi milki creamcicl orang nice sudsi pillow bright white head beer seem back light glow citru tropic fruit piney dank note absolut complex flavor bomb tropic fruit citru piney dank hop parti mouth f mellow front bit palat wrecker back end favorit tree hous brew abl tri incred beer everi way,0.0
King Julius,gift drew extraordinari neipa self id like think top end neipa v ipa king jjjuliusss juliu tap th seem like uniqu great brew somewher surpris le wonder pour produc rich plumi white head dissip fairli quickli littl lace decent thin halo nose pleasant fruitmango straw tast brought orang creami pushi citru likewis fruit base malthop combin creamsicl v raw fruit tast found invit excel residu resin back end work overal superb easi tasti orang creamsicl mango papaya passion fruit complimentari mild dank bodi smooth slightli thin dipa support medium bright soft carb big complex delici brew seem like great neipa need consid dipa consid exampl thennow excel breweri found le complex tast big full consider tasti king jjjuliusss earlier even definit could say king juliu one best neipa ive brew full tropic plu dank highli enjoy grate tri,0.0
King Julius,pour cloudi cream orang finger foami head slowli dissip thin ring plenti lace aroma orang mango tast follow nose fullbodi,0.0
King Julius,appear beer hazi yellowish orang fluffi white head smell light citru note came glass mostli orang tast initi tast big orang smooth almost fluffi like thing juic bar finish slightli dri almost oaki grate didnt pepperi sensat mouthfeel bodi thick allow orang claim time overal favorit tree hous,0.0
King Julius,grown im one drink tonight version juliu good complaint,0.0
King Julius,huge thank friend bring way across countri crazi drink th highest rate beer world accord prestigi websit say rariti asid delici hard realli class high think numer other play space well super hazi majorli dri hop strong new england ipa style without half fanfar critiqu rank subject neat thing consid sip realli indic superior total fine feel lucki opportun enjoy pal slightli murki even littl dull color den visibl sediment head creami rich whip cream den last realli crown nice almost belgian look thicker nose cool tangerin peach peak ripe new school sativa bud white grape pineappl hard candi almost confectionari sweet malti realli im sure oat cereal hop simpl also orang juic mimosa light vanilla light green hop pellet seem fresh bold grassi sit intrigu definit origin flavor definit orang juliu vibe think that fair claim good brand appropri navel orang full essenc orang hard candi sweet vanilla doesnt seem come malt center palat enhanc hop super satur faintli veget green grape new tenni ball peach ring lemon sorbet well ground dri grain late bitter juici hoppi bite whole thing posit pillow soft effervesc distinct stay palat awhil without bruiser got bodi alcohol way cours qualiti near head class think rank odd other good better hype driven thing keep fuel killer get chanc final drink good,0.0638550856814101
King Julius,l straight look like slightli darker orang juic frothi white head dissip somewhat quickli leav behind good amount lace soft tropic fruit note tangerin mango orang pineappl faint hop orang citru tangerin mango pineappl front throughout slight hop presenc though bitter good amount malt tie thing togeth f medium lean full bodi moder carbon soft smooth juici one took surpris first mayb best way differ beer tree hous neipa opinion smooth hop profil hop present bitter abras combin present citru mainli orang tangerin tropic fruit note mango pineappl make smooth yet somewhat subdu beer pretti fantast think prefer lean toward hazi overal standard juliu,0.0
King Julius,one highli rate expect firework werent forthcom pour dark orang nice thick head realli much nose mostli note wood littl malt also papaya listen good beer would beer drink entir world would fine didnt find standout badland brew ontario beat bejeezu day sever offer,0.08333333333333336
King Julius,truli love,0.0
King Julius,crack open immedi note proper hazi oj tropic note check opaqu cloudi yellow orang flash white head ton carbon side sip like someth illicitli good immedi nanosecond sip tell what happen opul smooth want even havent finish mouth yet descript apt bitter abras complet tame bow tast bud want hear smooth tropic juic anyth counter smooth surgic excis strong extrem smooth abv notic alcohol save build heat drink interest still level hop fire extrem smooth pleasant great,0.0
A Deal With The Devil - Triple Oak-Aged,batch black wax superb beer pour deep dark brown color amaz nose barrel caramel sweet tast hit perfect balanc that set apart entir beer play nice part intens flavor barrel sweet raisin caramel compliment dark fruit brown sugar might say smidg thin that im tri find flaw embodi perfect ba barleywin imo right mjk yr bw sp think yr bw edg narrowest margin let honest im turn either given chanc beverag one beer almost piss decid split instead solodom,0.2253744679276045
A Deal With The Devil - Triple Oak-Aged,briljant beer worth search nose realli nice complex smell long anoth sniff tast complex sweet overwhelm caramel tannin vanilla barrel overal excel flavor tast unbalanc anyway,0.10540925533894599
A Deal With The Devil - Triple Oak-Aged,thank noblepud princ among trader send fanci goldwax bottl northern stepp ml batch pour muddi brownr expect lack bubbl nose sharp spike bourbon booz deal devil tripl oak multilay beast booz chart maltbas product bourbon exhal spectacular drank stuff suspect could pull variou bottl layer underneath gloriou nois black bruis sweet fruit edg gone mola achingli sweet desicc oak bring home shame bottl small lot sickvac time use three night well damn anchorag rare miss big bottl better base price point transcend,0.11433239009500593
A Deal With The Devil - Triple Oak-Aged,pour deep dark brown color aroma amaz complex combin dark fruit oak bourbon hint caramel tad bit coconut tast follow nose intens flavor sweet dark fruit fig plum brown sugar caramel bourbon oak balanc present tast without distract flavor full bodi tradit adwtd mouthfeel incred barleywin worth wait,0.280056016805602
A Deal With The Devil - Triple Oak-Aged,batch drank june didnt get much previou adwtd felt sweet without complex would expect still delici worth price,0.13608276348795437
Zenne Y Frontera,batch foil bottl date best abv proven store fonteinen beersel cellar lambikodroom juli fridgestor hotel flown back u juli cellar store open beauti copper fleck golden color gentl pour cradl agit minim head one quick settl flat nose fantast bright introduct lemon zest floral honey play contrast distinctli musti mildli cheesi note back end there orchestr balanc interplay touch ammonia oak zesti citru punch honey sweet make truli special aromat intro palat masterclass oak treatment blend time brought delicaci inaugur batch there still notic sharp initi punch lemon rind oaki dryness open door previous dormant acid surg midpal finish leav soft pucker accompani low bitter whisper ammoni funk lightbodi geuz low present carbon medium acid bit linger pucker finish tart dri tannin help cut linger acid minut decant nose becom bit cohes touch funkier palat slightli decreas acid oak notic frontend palat,0.04072314811876841
Zenne Y Frontera,blend,0.0
Pliny The Younger,l golden brilliant clariti white head dissip somewhat quickli leav behind frothi cap lace bright piney resin hop citru malt honey follow nose bright piney resin hop intermix well citru good amount orang along grapefruit nice malt backbon tie thing togeth biscuit honey note well grass well clean tast f medium lean full bodi moder carbon like plini elder noth seem extrem overdon beer despit amp version pte incred well balanc well done one best tipa,0.0
Pliny The Younger,color golden tini head lace aroma fruit basket piney hop tast piney malt citru tropic fruit ton hop overpow feel creami incred balanc medium almost lighter bodi expect finish smooth alcohol well hidden wait year star align abl tri beer monk pa two glass max permit still think beer hold well among rest great ipa,0.0
Pliny The Younger,beer ontap tulip glass special brew lynnwood wa appear mediumlight golden hue tiniest wisp haze practic head smell light sweet almost tropic fruiti piney hop charact atop pretti pronounc malt aroma nice tast richli malti bit sweet lot bitter back there littl fruiti charact im think ferment along pineygrassi note hop interest rich flavor beer neither cloy harsh tipa often worth hype mayb certainli good beer mouthfeel medium bodi good level carbon creami overal like beer lot bet id tri year ago would blown mind palat today ipa climat competit tough consum spoil said remain realli tasti beer,0.10127393670836668
Pliny The Younger,sure el need said beer pretti close perfect style littl light side piney bitter touch sweet intens flavor smooth,0.13245323570650439
Pliny The Younger,pour golden yellow slight white lace crown special edit year draught malibu wine beer note honey crisp perfect hop slightli sweet perfect hop punch limit batch hard get pour drink like singl ipa check hefti abv put tripl ipa categori cheer russian river perfect ipa,0.0739221270954573
Coconut Vibes - Barrel-Aged,bucket list beer happen st loui releas lucki look typic dark stout appear smell omg coconut vanilla liquid mound bar cloyingli sweet well balanc tast amaz viscou coconut sensat im float feel thick smooth velvet tongu perfect overal hand best barrel age coconut beer ive ever king coconut,0.1466471150213533
Coconut Vibes - Barrel-Aged,cloyingli sweet even barrel treatment could mask,0.2182178902359924
Coconut Vibes - Barrel-Aged,bottl share rob good beer get wonder mouthfeel coconut flavor,0.0
Coconut Vibes - Barrel-Aged,bottl aroma flavor domin coconut sure bottl got heavi alcohol bite front mellow mid palat still offput thick smooth mouthfeel perspect honestli enjoy batch nonba version better bottl shame miss stout week hope compar,0.0
Coconut Vibes - Barrel-Aged,vintag pour nearli still super syrupi glass notic congeal coconut fat suspens exactli appeal definit set stage term viscoc easili coconutforward beer ive ever aroma flavor domin intens note shred coconut coconut macaroon coconut ice cream quit perceiv boozi aroma particular thing smooth liquid browni batter charact flavor quit nice huge thick velveti viscou mouthfeel knock hair nearcloy sweet definit punchyouinthefac kind beer leap bound beyond coconutforward ba stout realli damn decad,0.058925565098878974
Barrel Aged Imperial German Chocolate Cupcake Stout,site draft breweri lucki tap pour site ac ice cold gave appropri time warm nonba version barrel definit help tooth curdl sweet nonba version think great nose even ba stout still littl sweet think year ago id thought went heaven die palat like le adjunct much smaller pour great dessert stout question think palat like type beer le use,0.1252448582170299
Barrel Aged Imperial German Chocolate Cupcake Stout,unbeliev delici desert stout highli recommend,0.0
Barrel Aged Imperial German Chocolate Cupcake Stout,nonba version yeah barrel help instead sugari finish sweet booz concoct barrel isnt complex smooth balanc allow coconut vanilla chocol shine without get strong smell realli show tast cumul sweet start get radar still good dessert stout,0.2641352718976872
Barrel Aged Imperial German Chocolate Cupcake Stout,bottl heavili infect anyon el happen,0.0
Vanilla Rye Bourbon County Brand Stout,pour oz bottl morn delight snifter crack beer celebr first mile run recoveri achil surgeri may love everyth booz vanilla thick,0.0
Vanilla Rye Bourbon County Brand Stout,great beer draft buddi black friday goo pick bottl binni,0.0
Vanilla Rye Bourbon County Brand Stout,hot heel classic bourbon counti brand stout flavor need reach new height goo island keep wholesom good come vanilla rye amplifi creami rich smooth come forefront succul stout monster stout pour oilyinki truli viscou pour black brownish leg formit earli head format falter underneath enorm graviti alcohol beer complet opaqu beer draw seduct intent mouthwat aroma bitter cocoa espresso burnt toffe mapl syrup brown sugar unmistak rye whiski warm beer emit scent reminisc dark fruit licoric stone fruit wood spice sulturi flavor chocol wafer creami vanilla mola sweet barrel nuanc blend togeth flavor that quit like bourbon ball candi walnut robust coffe portlik fruiti continu contribut new layer flavor everi sip wrap soft vanilla envelop incred power flavor sweet malt seemingli amplifi vanilla reduc roast flavor mocha latt le like true espresso help harsh roast allow heavi icinglik sweet ultim full rich oili stout dont get much bigger beer coat mouth similarli heavi sweeten fortifi liquor like cognac port honey liquor sweet mask alcohol allow high level drinkabl despit alcohol content warm never harsh beer true desert sip give long bourbonchocol linger time time long savori aftertast roast vanilla come woodsi pepperi earthen grit that special rye barrel,0.18257418583505539
Double Barrel V.S.O.J.,pour dark mahogani brown color unfilt look settl glass nearli black bodi soapi tan head dissip pretti quickli isnt surpris given abv absolut gorgeou barleywin first note nose intens oak aroma product boozi barrel note follow lush decad caramel toffe note hint stone fruit plum bit raisin slobber tast compon nose luxuri decad caramel toffe flavor front oak cut sweet plum smidg tart fruit perfect finish coast boozi warm back palat barrel mouthfeel rich full decad suit beer graviti like glove tippiti top world class barleywin cant recommend highli enough truli magnific,0.10454167469786335
Double Barrel V.S.O.J.,big thank quinnim knock oz want list sinc pretti much want everyth revolut ever make im sure itll replac x barrel super ultim vsoj soon pour even darker regular plain old vsoj bouquet intens alcohol shed bourbon spici rye interior nasal caviti doubl barrel vsoj true sipper grossli underst abv hit like joey browner prime suffus sen includ didnt know posse rye domin bourbon place second barleywin tri get word brown sugar toffe caramel mola sharp oak finish well alcohol finish cours wonder much could drink brain wave flatlin sometim massiv barrel massiv barrel sometim beauti integr great beer latter masterclass barrel age well find flaw sixteen year search world eight perfect beer love,0.0
Double Barrel V.S.O.J.,tap vsoj one favorit beer time way meet bar right expand barrel charact vsoj add gush caramel front result tast epitom barrel candi enough barley oak balanc bodi lush stupid smooth plenti booz back smell one area simpler orign barrel strong beauti fit conclus beer potent deep complex drinkabl warm sipper reward wife love well done rev,0.0
Double Barrel V.S.O.J.,darker color compar straight jacket smooth much depth compar regular straight jacket one far robust le sweet heavi prune toffe bourbon even hint white wine alcohol burn watch,0.09901475429766743
Double Barrel V.S.O.J.,sampl oz pour snifter cellar temp date stamp beer pour dark rich mahogani color glass lightest tint light get glass fizzi beig head cm foam fade thin edg layer quickli pour edg stick around sampl aroma toffe brown sugar bourbonyry sweet bit dri wooden barrel almost like popsicl stick note hint fusol booz hop note detect first sip reveal fairli robust bodi syrupi textur carbon fine tingli sticki coat palat sip swallow reveal bit warmth finish physic trait make sip beer flavor similar nose predict malt forward charact get toffe brown sugar gener malt sweet ryebourbon note carri sure keep tast mapl syrup even though dont think that addit dont get hop charact beer booz limit warmth pepperi bite spici sweeter sip beer enjoy happi chanc drink tonight watch dalla v seattl,0.1209716757818268
Double Barrel V.S.O.J.,oz bbt snifter pour coca cola near flat head lace super thick oili lace nose rich aromat note nutmeg hazelnut brown sugar mola booz appar subtl beer open chocol brown sugar ani dri dark fruit mola barrel sweet cream breakfast syrup middl end oak tobacco burnt brown sugar end aftertast bodi medium full low carbon slick oili palat goe rich slightli boozi dri linger aftertast goe day perfect english barleywin insan well integr complementari flavor profil bodi match incred,0.1659003790827993
Fundamental Observation,ml bottl snifter edit pour near black opaqu slight head light oili smear glass aroma vanilla chocol malt milk ball malt oak light bourbon littl char barrel make bigger appear flavor focus bourbon vanilla chocol malt oak smooth somewhat creami solid full bodi appropri carbon touch fizzi feel standout time event quit delight final obtain bottl delici vanilla lead way cours rfob,0.12598815766974242
